steamId,name,premier_rating,match_kills,match_deaths,match_kd_ratio,match_leetify_rating,match_damage,match_rounds_count,aim,positioning,utility,clutch,opening,ct_leetify,t_leetify,accuracy_enemy_spotted,accuracy_head,counter_strafing_good_shots_ratio,ct_opening_aggression_success_rate,ct_opening_duel_success_percentage,flashbang_hit_foe_avg_duration,flashbang_hit_foe_per_flashbang,flashbang_hit_friend_per_flashbang,flashbang_leading_to_kill,flashbang_thrown,he_foes_damage_avg,he_friends_damage_avg,preaim,reaction_time_ms,spray_accuracy,t_opening_aggression_success_rate,t_opening_duel_success_percentage,traded_deaths_success_percentage,trade_kill_opportunities_per_round,trade_kills_success_percentage,utility_on_death_avg
76561198831050554,zzz,10500,17,16,1.06,-0.0097,1891,23,74.8571,63.6831,54.9116,0.1332,0.0071,0.0293,0.0103,35.787,27.461,84.0794,49.6263,58.4183,2.5435,0.5651,0.3665,4.6874,14.2645,8.9433,0.753,11.0616,701.3884,34.3502,41.9925,45.7517,49.2249,0.3069,49.6391,320.3654
76561199065231056,Sal,11450,14,17,0.82,-0.0223,1689,21,57.926,48.4047,76.4997,0.1175,0.0019,0.0277,-0.0016,33.117,21.7224,75.4639,36.7541,49.1642,3.0827,0.6745,0.3378,8.8989,16.1188,12.0675,0.5871,10.7054,686.6049,35.1052,29.9333,41.1652,50.1572,0.287,37.4913,376.5849
76561199287758702,HeavyVerga,11395,11,17,0.65,-0.0625,1103,21,82.8944,58.7064,34.7689,0.1753,0.0328,0.0499,0.0208,40.4034,17.0604,86.2446,41.2593,52.4496,0.9891,0.3498,0.3499,5.1724,1.4089,12.1242,0.088,9.6579,626.0509,39.1996,34.0697,46.77,51.7721,0.3005,49.0827,364.9212
76561198079184993,Money moves,10075,17,16,1.06,0.024,1944,21,76.1148,53.9828,36.4316,0.1016,-0.009,0.0331,0.0018,42.4302,17.3699,82.8772,35.1689,42.7285,1.7663,0.4191,0.5539,2.3112,5.6268,7.3699,0.2339,10.8253,726.0478,43.9723,35.9116,41.6532,49.2661,0.3089,50.4958,311.925
76561198370543345,kim jong goon,11577,15,15,1.0,-0.0124,1732,19,79.103,61.7911,44.7475,0.1371,0.0046,0.0109,0.0297,38.9411,20.6065,87.9955,47.1079,53.7378,2.0845,0.5966,0.4287,6.9551,3.0126,7.7266,1.2223,9.9657,691.9827,36.5375,43.1259,52.246,55.6633,0.2602,47.1928,417.9088
76561198196462131,MIZER,10482,22,21,1.05,-0.0117,2292,30,55.1717,42.8576,56.4969,0.112,-0.0186,0.0046,-0.0029,37.2784,11.2091,74.2831,33.2319,44.8364,2.8164,0.5735,0.3503,13.271,6.0935,7.0522,0.3587,11.4653,611.4268,36.7392,23.7927,28.9718,49.5816,0.2779,44.1039,374.785
76561198166837767,Jaevix,11642,21,5,4.2,0.1206,1836,16,76.4238,59.0954,44.0017,0.1625,0.0162,0.0228,0.013,38.1921,21.1182,75.3332,41.1232,50.4913,1.9738,0.4867,0.6263,2.2719,6.0063,14.6617,0.0591,8.9777,638.2539,38.132,51.8026,53.0042,46.308,0.2808,43.7775,440.4561
76561197969872105,Professional Foot Rest,11406,17,8,2.13,0.08,1946,16,62.93,64.4309,47.7495,0.2044,0.0417,0.0614,0.0769,37.6186,17.3252,76.8672,42.1977,60.1093,2.2937,0.5867,0.603,5.5686,5.207,9.4985,1.2465,11.5106,662.5414,38.3418,49.8777,55.4245,38.9488,0.3007,55.29,284.2389
76561199023457794,carl,11130,16,15,1.07,-0.0025,1836,17,70.5402,48.0061,48.4604,0.1416,-0.0082,-0.0023,0.0188,40.7316,9.5185,78.8939,25.4844,36.9538,2.4038,0.3657,0.4953,8.1976,7.6769,7.6601,0.5908,11.614,619.0759,47.712,36.5165,47.7266,50.179,0.2707,48.1681,258.3312
76561198044171611,Loofi,11276,18,7,2.57,0.0662,1770,16,64.8027,60.642,63.3745,0.1462,0.0345,0.0334,0.022,37.2659,11.9024,75.2301,43.038,48.6885,2.8297,0.5184,0.2996,8.6821,6.1757,10.8867,0.158,9.9523,598.5135,39.0087,45.5802,54.7596,41.408,0.3115,49.7699,440.9069
76561198057780750,Mr. Rogers,10114,19,19,1.0,-0.0055,1776,23,43.6441,36.6928,25.3017,0.16,-0.0131,-0.0076,-0.0199,33.7313,13.1886,72.8353,36.978,46.162,1.0531,0.2754,0.27,1.9324,1.2093,6.7624,0.6939,12.3073,666.2496,38.3273,20.4825,32.8071,50.3343,0.2231,32.5379,198.7214
76561198259512226,Bitchless Evil Larry,10893,11,14,0.79,0.0159,1178,19,42.074,53.5856,68.8193,0.1257,-0.0125,0.0032,-0.0008,30.4589,11.3445,74.3249,35.2724,41.0892,2.6467,0.5804,0.2229,4.5053,11.6336,12.1919,0.1337,11.2285,591.9191,31.1483,26.8193,32.2647,54.7935,0.3735,46.3215,220.3389
76561199554101366,peter-_-,11419,21,25,0.84,0.0128,2587,29,59.4835,50.3989,65.6245,0.1499,0.0256,0.0183,0.027,33.1595,18.1162,82.6456,27.2064,37.1778,2.8949,0.7216,0.5368,8.0683,16.1909,10.3729,1.451,11.8676,621.6197,30.5182,44.5887,51.2134,49.7296,0.2918,40.9309,181.374
76561199832210753,tones,11326,13,14,0.93,-0.029,1331,18,49.6011,46.8119,61.4331,0.1041,0.0118,-0.0125,-0.0174,35.4212,15.0997,70.5448,25.798,31.7766,2.846,0.5459,0.2925,3.9748,11.292,9.1673,0.0685,11.0975,636.8289,33.8079,43.5504,44.3353,39.9349,0.3506,39.5082,200.4349
76561198044708138,crypto pig,10381,9,15,0.6,-0.0711,1242,18,42.074,36.3169,67.0442,0.1318,-0.0034,-0.0004,0.0221,31.9803,12.054,67.8527,15.3032,23.6364,2.9658,0.7654,0.2926,6.0972,8.5167,9.2496,0.1991,11.4303,546.7848,30.2022,26.3637,34.2676,38.7027,0.3395,45.9139,296.9197
76561198296282710,Glennnnn,10514,5,15,0.33,-0.0594,646,17,80.2338,65.9097,69.9759,0.1063,0.018,0.0272,0.0049,35.361,23.907,91.9755,39.3583,50.6003,3.1954,0.7636,0.2094,5.5868,13.7903,9.1136,0.0125,9.4654,677.4507,30.8115,48.6288,57.6793,50.0369,0.3281,50.9214,163.9797
76561199194095982,Mary Ann,11566,9,14,0.64,0.0107,1276,17,78.5236,50.7978,54.2024,0.0669,-0.013,-0.0233,-0.0117,33.6839,21.5159,88.805,28.0801,42.1149,2.9942,0.5946,0.3313,5.2735,9.3449,6.7012,0.8984,8.3222,658.0854,33.0505,36.901,39.4326,60.9844,0.2611,46.2289,273.682
76561198378610034,sidy tuc,10916,22,13,1.69,0.035,2309,21,64.4309,58.7064,29.7109,0.1929,0.0092,0.0065,0.0178,38.4222,11.3153,74.9426,49.4265,57.183,0.8061,0.2785,0.235,0.0,0.7134,7.2293,0.3405,10.2283,630.467,42.3123,35.3191,38.7008,51.7815,0.3152,41.3568,365.2206
76561199080170787,professionalcUmSh0otEr,10729,19,17,1.12,0.0202,2032,22,62.5516,60.642,31.4698,0.1266,0.01,0.0164,0.0081,30.9098,22.8671,76.5928,45.2832,55.9722,1.5772,0.4669,0.4937,5.3606,3.3276,4.7519,0.6632,8.9769,662.8362,32.6169,41.838,50.1556,43.0068,0.331,43.8856,217.1966
76561198080173167,Billy Maize,10178,14,17,0.82,-0.0128,1595,19,78.8145,57.926,52.4482,0.1206,0.0282,0.0344,0.0165,36.9808,20.7258,90.6852,36.3546,56.2223,2.58,0.5523,0.4737,8.0604,8.5222,9.2061,1.2852,12.7641,636.0635,39.5284,31.1872,41.1243,54.7653,0.3114,49.7387,369.9889
76561198041081126,goose,11161,13,10,1.3,-0.005,1228,19,61.4092,46.0172,52.7911,0.1385,-0.0075,0.0098,0.0094,38.4177,14.696,75.2993,37.7408,47.3965,2.7353,0.7703,0.4784,4.9772,7.3289,6.9198,0.0382,10.2291,670.2496,37.1362,25.0297,27.4429,50.8875,0.3044,40.8769,362.1587
76561198012733337,MDF-Pylon,10447,11,14,0.79,-0.0098,1599,17,82.6391,66.6402,38.0124,0.1134,0.0296,-0.0013,0.0346,39.8151,15.6743,83.014,44.9857,48.0878,2.7865,0.6838,0.5547,4.2,4.4493,5.0637,0.0725,8.0288,631.4783,40.684,43.9848,49.2799,55.1049,0.3603,48.7282,263.8776
76561198383495498,Iced capp enjoyer,11932,11,13,0.85,0.0131,1163,17,85.769,62.5516,34.8072,0.1356,0.0258,0.0245,0.0358,40.0864,18.4033,85.6575,53.2871,59.5936,1.3975,0.446,0.253,3.4914,2.1015,10.8157,0.5116,8.3241,621.4354,38.0711,37.0601,43.0752,41.2518,0.3285,52.0632,192.2962
76561197989267058,Cheef Beef,10731,13,9,1.44,0.0074,1309,19,51.9939,38.2089,73.924,0.1454,-0.0463,-0.0246,-0.0064,35.9446,13.893,78.6871,27.1993,33.4535,2.8837,0.8104,0.2504,5.6667,12.7852,9.9961,0.2935,9.9707,717.3351,33.2045,21.7496,23.6396,55.0259,0.3021,37.919,225.4003
76561198090926896,Toxic,11595,18,18,1.0,-0.0085,2119,24,66.2757,50.7978,50.5463,0.1008,0.0024,0.0127,-0.0001,33.1712,22.0364,79.4275,36.0973,43.9405,2.3598,0.496,0.4084,8.3364,12.3359,6.241,1.2246,10.3021,658.0184,34.6749,31.1201,38.2775,53.396,0.2741,49.1242,171.2132
76561198081844024,Dane Cook,10393,18,9,2.0,0.0659,2070,16,37.4484,45.6205,40.1816,0.1402,-0.0102,0.0023,-0.0105,31.781,10.3253,67.4983,39.8475,53.8518,1.8663,0.3257,0.3346,4.5383,4.3607,8.763,0.9617,10.5534,633.4138,35.7052,37.3317,44.3707,42.5758,0.2084,39.5829,321.9147
76561198042013488,TasselHat,11756,21,26,0.81,-0.0207,2566,30,48.0061,55.1717,54.4909,0.0899,0.0,0.0015,0.0012,30.8931,14.1697,78.6684,35.027,50.8992,2.7365,0.6828,0.4606,1.4602,5.7228,7.258,0.0755,11.4419,634.161,32.9054,22.0688,31.7633,57.6716,0.3718,44.9409,223.1192
76561198177530949,army708,10538,13,4,3.25,0.0628,1381,16,57.1424,37.07,26.5287,0.1144,-0.0237,-0.0017,-0.0063,41.7758,9.8699,75.5572,20.4246,33.5697,1.4799,0.2788,0.4332,6.4056,3.529,4.782,1.3407,12.4293,676.4952,42.4205,24.79,32.6935,47.5642,0.2795,43.3781,89.1226
76561199045568193,PaliMafia,11687,22,10,2.2,0.0597,1753,17,40.5165,51.1967,78.1132,0.1381,0.0199,0.0054,0.0203,30.023,12.987,74.3564,28.0752,42.5514,3.2233,0.7257,0.2667,7.4703,17.99,12.1647,0.5095,10.2614,644.1281,30.1085,48.2366,59.3127,38.5325,0.2848,41.9076,195.0815
76561198311872422,Gin,10000,10,13,0.77,-0.0872,1227,15,66.6402,48.0061,55.5056,0.106,-0.0138,-0.0224,0.0101,37.2589,10.8663,82.008,22.9605,33.6374,2.0959,0.4979,0.18,2.9158,2.6504,10.8777,0.307,9.5109,679.9921,42.6224,44.5878,46.7138,55.3465,0.2586,44.5163,310.2236
76561198804310723,a gaming dog,10943,9,13,0.69,-0.0243,715,18,57.926,53.5856,46.5688,0.1326,0.0193,0.0216,0.0053,32.8597,17.6427,72.6273,39.522,54.5466,1.6599,0.6717,0.2049,3.5232,2.7476,9.6675,0.1572,11.2667,592.2362,36.55,30.2929,32.1658,46.8512,0.3648,40.4603,377.2524
76561198448826332,LurkyTurkey,10133,13,15,0.87,-0.0199,1529,21,50.0,37.4484,44.9034,0.1058,-0.0321,-0.0306,-0.038,30.5132,16.2144,77.9608,18.5146,34.5364,2.126,0.5886,0.4677,4.4177,4.0452,7.5785,0.5326,13.1213,646.8157,41.4882,33.4366,36.9626,43.9241,0.2496,45.2665,248.0519
76561199042350560,Peter Gwiffen,10158,20,13,1.54,0.0301,2261,20,76.4238,51.9939,50.6129,0.0962,0.0445,0.0118,0.0095,36.9355,22.876,90.5327,33.5095,44.8137,2.4674,0.5637,0.3273,4.4519,9.3429,9.4429,0.6405,10.1736,751.7674,37.0619,39.5244,48.0464,45.157,0.2866,46.4838,268.2326
76561198271990898,EB19,10979,12,16,0.75,-0.0359,1386,18,62.1719,41.6834,49.7112,0.1254,-0.0053,-0.008,-0.0074,35.709,18.1322,83.0752,26.9293,40.5145,2.3026,0.558,0.4213,5.0566,4.9695,9.0131,0.3991,10.4257,701.2379,32.4149,34.1158,38.8316,50.4247,0.2511,37.8653,271.9051
76561199378849369,butwhyjay,11749,11,10,1.1,0.011,1133,18,62.93,50.0,24.7174,0.1188,-0.0028,-0.0045,0.0012,35.4447,17.2401,70.2681,23.4129,39.6826,0.7139,0.2317,0.0563,3.8095,0.4206,9.8411,0.0983,10.6903,585.8095,38.1766,46.754,49.8306,48.8552,0.2656,46.2651,318.7698
76561198117382602,Faynn,10481,16,11,1.45,0.0234,1655,18,57.5345,61.4092,34.8926,0.0887,0.0141,0.0,-0.0119,33.1396,15.7324,81.6438,27.4841,49.0938,2.1283,0.8473,1.2953,15.3562,5.3276,6.3501,0.7827,11.5818,662.8913,37.4164,44.7154,52.9868,54.8042,0.3719,39.9468,241.2422
76561198161344461,Charlotte,10439,29,13,2.23,0.1037,2788,22,88.1,70.884,55.1263,0.1624,0.028,0.0491,0.0429,40.4503,21.8893,92.4833,39.5026,49.046,2.6726,0.5315,0.2681,8.6684,6.0677,8.7968,0.3267,10.0706,660.4145,39.3592,48.5484,52.0968,58.1424,0.3367,61.7096,325.4968
76561197995453515,Light,11826,22,17,1.29,0.0186,2017,24,71.9043,52.3922,58.4443,0.1442,-0.0231,0.0068,0.006,38.9075,14.5802,88.5266,36.6256,46.4648,2.7983,0.6521,0.221,6.2355,9.2802,10.5186,0.0352,11.1564,695.879,40.251,29.6066,32.5163,50.9721,0.3306,48.013,380.2711
76561198125342788,Antbric,11620,21,15,1.4,-0.0009,1959,20,39.7432,49.2022,36.8155,0.0884,-0.0032,-0.012,0.0092,34.4709,8.7674,76.4217,28.0644,46.3379,2.2297,0.4459,0.366,0.0,3.493,8.3148,0.5474,12.9644,679.651,39.4411,28.6229,35.665,50.2826,0.2975,51.6408,35.7199
76561198117214547,Hilldozer,11382,13,15,0.87,-0.0315,1378,20,40.5165,43.6441,49.6062,0.1499,-0.0016,0.0046,-0.0062,34.4421,12.1352,73.9724,35.2741,45.3551,2.5355,0.6418,0.6095,6.726,9.1473,6.1031,0.0,14.577,645.4483,39.6582,28.8873,31.8862,50.3324,0.2499,42.8992,414.5737
76561198055673118,Zappie,11379,18,16,1.13,-0.0123,1630,24,77.6373,48.4047,52.4772,0.0865,-0.0099,0.0006,-0.0115,39.1705,12.7964,87.6586,22.1388,30.6745,2.4163,0.5472,0.3107,9.318,5.4348,8.1174,0.2743,9.6391,682.943,45.081,33.6081,44.2528,55.7021,0.2924,51.1974,274.5202
76561198345590342,Yamtuna,11967,20,12,1.67,0.029,2142,19,36.3169,54.7758,54.139,0.1452,0.0237,0.0301,-0.0002,33.1854,12.2514,60.8161,31.2564,54.4931,2.7698,0.6958,0.3128,8.2194,5.3276,12.2164,0.2509,11.6094,600.2038,36.4312,28.5792,29.4804,47.0696,0.3921,47.3378,342.3558
76561197961759856,neiLz,10130,13,19,0.68,0.0011,1620,23,52.3922,55.1717,64.2642,0.1747,0.0124,0.018,-0.0047,30.4066,20.0482,77.5016,30.7724,43.0572,2.8008,0.7627,0.3603,3.4466,6.4863,11.5699,0.2694,9.9748,682.2584,31.2371,43.1912,45.7645,54.6529,0.2882,48.1031,247.2979
76561198028165095,Pickle55,10916,11,14,0.79,-0.0282,1170,18,47.6078,59.0954,49.1271,0.1225,0.0001,0.0161,-0.001,30.6686,13.6655,74.1992,42.6261,54.2491,2.1382,0.5235,0.2534,2.4557,3.5247,7.7946,0.129,10.6389,592.898,31.4915,33.9635,38.3497,54.5157,0.3219,47.2513,152.1563
76561198150704781,VastCacoethes,10103,11,7,1.57,0.0393,1238,14,69.8468,55.9618,39.6837,0.13,0.0095,0.0192,0.0172,33.9107,15.0003,83.9372,33.5452,45.741,2.3766,0.438,0.23,2.7154,4.5381,2.4778,0.0635,9.6885,602.5476,35.4531,35.7989,43.8415,40.9769,0.3446,54.753,346.9587
76561198066222184,biGstronGman,10698,14,9,1.56,0.0261,1434,17,35.5691,51.1967,52.2461,0.1491,-0.013,0.0019,-0.0037,34.4882,9.5523,65.5827,33.212,44.2906,2.2998,0.48,0.3565,3.4263,6.6738,12.1879,0.2944,13.387,595.4255,37.634,31.3022,40.7231,55.0201,0.2892,45.7254,219.793
76561199185104094,fakeperc,11779,18,8,2.25,0.0869,1876,20,85.769,71.226,52.285,0.139,0.0332,0.0594,0.0356,35.8265,26.165,88.4518,51.3865,57.466,2.6701,0.471,0.5035,8.8527,7.801,8.1923,0.951,9.5301,631.8163,35.4988,43.2253,48.611,56.1124,0.3286,57.4604,419.1361
76561198087115855,crack,11668,16,13,1.23,0.0624,1943,20,50.7978,62.93,47.4893,0.1201,0.0064,0.0099,0.0254,37.057,7.9608,75.3039,33.0959,47.7258,2.3636,0.5867,0.4871,4.2057,3.2496,8.6267,0.7514,10.8106,676.3041,41.9565,47.9129,50.3133,55.4141,0.2856,57.96,284.1467
76561198798183411,gubbiermango77,10231,12,12,1.0,0.0489,1592,20,46.0172,54.3795,24.874,0.1544,-0.019,-0.003,-0.0177,34.6607,11.1522,72.71,28.8497,40.2531,1.2083,0.4487,0.5915,0.0,1.5731,6.4219,0.1888,10.7643,675.6272,38.5052,40.9114,42.7997,48.5344,0.3823,39.9538,285.6418
76561199259980933,Grand Latimer,11299,30,14,2.14,0.1002,3364,21,74.5373,53.5856,49.4535,0.2147,0.0128,0.0068,0.0343,33.3692,20.9287,77.8405,35.5318,45.8197,1.6669,0.3842,0.2719,5.901,2.4935,14.2176,0.587,10.1114,591.7622,40.4189,36.7755,40.9934,53.0127,0.2589,53.3674,451.241
76561198119564200,RIPKINGCOBRAJFS,10110,22,24,0.92,-0.0046,2314,30,77.935,65.1732,53.546,0.1525,0.0229,0.0358,0.0246,35.9672,27.2594,86.2907,39.8104,55.7079,2.7423,0.5361,0.286,4.5652,7.187,8.2957,0.2148,11.6737,704.3215,38.7229,49.5676,54.6681,56.8471,0.2884,47.1653,308.527
76561198234996744,The Door Lord,11301,19,22,0.86,-0.0488,2251,30,60.642,55.9618,46.6613,0.124,0.027,0.0185,0.0155,29.993,22.1381,79.143,29.4718,33.3051,1.9925,0.6062,0.29,2.9667,2.8983,8.9109,0.938,10.0928,648.3067,32.5059,45.7384,52.961,48.4813,0.3683,40.4234,390.9467
76561198086371140,Luka,11942,23,20,1.15,-0.019,2724,29,58.7064,65.1732,41.9339,0.0891,0.0202,-0.0088,0.0183,31.5129,15.5686,80.6796,46.6374,52.7295,2.4123,0.3733,0.2846,2.2464,7.7037,5.6386,1.4162,9.0337,618.7262,28.6918,57.0288,61.2961,39.0636,0.3337,42.1499,212.5233
76561198146632163,Snailpo,10477,15,13,1.15,0.0162,1585,21,63.3072,68.4386,63.7419,0.1674,0.0143,0.0423,0.0355,40.4367,12.5382,83.7137,53.7949,56.772,3.107,0.5845,0.4645,13.5438,12.9335,10.1447,1.3286,14.5691,660.1086,43.8754,39.5627,46.0866,58.0923,0.2904,57.6467,263.8284
76561198247587336,slutbag,11115,13,17,0.76,0.0231,1955,21,78.5236,62.5516,28.3943,0.1019,0.0221,0.0157,0.0014,38.4038,14.2935,76.2685,45.8547,55.5561,1.127,0.3611,0.1907,0.0,0.7064,13.4262,0.1025,7.9755,575.237,39.9816,49.5105,52.7681,50.537,0.2956,40.9942,260.9121
76561198847256600,Glorp,11977,15,14,1.07,-0.0092,1616,21,72.5747,52.3922,59.6342,0.1681,0.0184,0.0359,0.0396,37.7663,18.4814,83.5439,34.6792,53.394,2.4597,0.5128,0.2968,6.1498,5.3831,10.77,0.304,10.44,666.2615,36.8379,31.0255,38.4614,43.7185,0.2753,57.1609,408.2938
76561198336901738,Melon Man,11514,10,16,0.63,-0.0507,1000,22,39.358,40.9046,51.769,0.1593,-0.029,-0.0156,0.0122,29.355,13.6962,71.9286,28.9397,36.6011,2.3121,0.4634,0.243,4.9727,5.8032,11.9687,0.9399,12.3744,618.2661,36.6714,38.8733,42.5185,49.0061,0.2571,31.3649,323.5371
76561199104431449,Unkirkcumcised,10867,15,21,0.71,-0.0165,1749,22,82.6391,53.5856,48.8031,0.1312,0.0007,-0.0093,0.0165,41.4142,13.6523,86.9918,36.1642,45.0299,2.419,0.7469,0.4871,7.8973,4.3294,17.9544,0.1453,10.4867,654.4382,47.8406,42.5428,49.3665,47.5279,0.2492,51.0446,176.3176
76561199816050501,Avakiii,10882,24,18,1.33,0.0157,2118,22,57.1424,43.6441,38.5509,0.1705,-0.0181,-0.0046,-0.0033,33.0809,18.2066,80.6948,35.326,49.2223,1.1727,0.3093,0.1679,6.8049,1.689,10.1576,0.4855,10.6577,696.5965,35.0337,28.6822,31.9835,43.9587,0.2571,44.9338,337.8134
76561199033220266,Brock,11492,19,23,0.83,-0.014,1992,30,45.2242,38.9739,54.6734,0.1046,-0.0396,-0.0012,0.0005,30.1195,16.8886,80.1161,11.0841,19.1894,2.4535,0.5557,0.3532,5.5943,4.5105,8.7317,0.5145,10.8595,693.9614,30.2431,36.4731,38.8886,50.7312,0.3172,42.6328,352.6763
76561199273782360,Father Bramothy,11461,29,20,1.45,0.0244,2975,30,70.884,64.0576,61.5837,0.1518,0.0159,0.032,0.0012,39.3135,17.3405,79.6958,42.8052,56.0419,2.8445,0.5172,0.4009,4.0486,8.2927,8.7743,0.2345,10.5583,671.8704,39.0073,44.9184,47.2048,51.8465,0.3106,50.3739,304.5777
76561198180049374,dank,11321,22,23,0.96,-0.0009,2472,30,52.3922,48.8033,49.1486,0.0916,-0.0108,-0.0045,-0.0157,25.535,24.2904,79.6337,37.9453,48.6835,2.3285,0.5348,0.4579,6.3748,3.4653,11.1286,0.7466,9.9249,631.2569,24.4251,29.5045,40.3608,45.9901,0.3238,36.1381,508.2795
76561198248427614,faz0s,10480,10,18,0.56,-0.0232,1216,21,38.2089,60.2568,23.2451,0.1255,0.0264,-0.0081,-0.0097,32.8617,15.8525,68.6802,33.9605,58.6774,1.6494,0.419,0.4525,0.0,3.2886,5.8709,1.2987,10.3853,679.8268,28.7692,40.2377,56.2505,51.109,0.2684,50.4482,301.7835
76561198866639427,Loose Wet Naturals,11061,22,23,0.96,0.0403,2389,30,52.7903,59.8706,61.8993,0.151,0.0033,0.0188,0.0311,32.4941,15.4238,82.0222,39.2788,48.0793,2.7714,0.5298,0.2813,5.3939,16.2317,10.8797,1.1859,11.8013,666.4893,34.7112,37.975,44.0624,59.0973,0.3025,49.2502,188.9924
76561198210691931,eggshen,10865,16,18,0.89,0.0141,1911,23,61.7911,50.0,61.7516,0.1077,-0.0214,0.0039,-0.0196,35.2453,13.0905,84.2765,25.1909,30.1291,2.895,0.5131,0.3802,5.6058,9.7937,8.6414,0.3808,11.2025,659.6843,38.0002,35.6937,38.3921,63.1736,0.3225,41.9493,366.7937
76561198165068441,Bare Minimum Bandito Z,10724,19,11,1.73,0.0323,1713,19,50.7978,49.2022,53.9036,0.1247,0.0211,0.0338,-0.0143,35.2566,15.0774,77.8633,35.134,54.9973,1.6712,0.6752,0.3148,6.3023,3.6231,12.7286,0.3564,10.8508,728.4087,36.56,21.312,28.1099,52.2569,0.3339,41.5421,356.2178
76561198030925711,RadicalAce,10892,14,6,2.33,0.0904,1616,15,24.8252,50.7978,50.2311,0.1042,-0.0071,-0.0033,-0.0128,31.5507,10.6985,62.7061,31.6614,49.4435,2.2606,0.5383,0.2383,5.3499,2.5094,8.4961,0.3384,11.8144,646.0439,31.1276,33.0121,40.5356,52.3085,0.2784,45.85,250.2884
76561198066302337,Steve Irwin,11710,21,17,1.24,-0.0056,1951,24,27.7595,58.3166,37.0824,0.0987,0.0133,-0.017,-0.01,26.6009,7.9373,72.9338,40.1875,51.3818,2.149,0.439,0.2126,4.7194,3.7806,8.1242,1.3565,10.2069,638.6354,30.3955,50.4824,52.9782,49.3064,0.2863,38.1346,166.6596
76561198114073326,Hank,10000,15,19,0.79,0.0371,1738,24,65.5422,44.8283,48.8397,0.095,-0.0195,-0.016,0.0001,33.8127,21.7316,76.0762,28.2018,35.3263,2.3631,0.4549,0.3288,5.6837,7.1789,7.2638,0.2471,10.719,647.0176,37.7064,37.1778,37.9765,52.9371,0.2544,44.5673,324.2556
76561199481192523,tippy,10926,13,19,0.68,-0.0229,1929,24,81.8589,59.0954,36.6389,0.124,0.0341,0.0071,0.01,39.4546,15.6567,89.2632,37.2451,52.9236,2.0437,0.4206,0.4948,3.9045,7.025,3.5496,0.436,9.3592,654.4695,40.1979,47.1365,52.0814,47.0883,0.3227,39.7677,191.77
76561199584378347,sbcashxx,10441,17,18,0.94,-0.0344,1768,24,30.1532,49.6011,52.2616,0.0837,0.0046,-0.0139,-0.014,30.0999,19.1152,65.1112,34.5119,56.0233,2.5991,0.53,0.4228,3.6673,21.198,6.1266,0.6049,12.8843,678.4175,32.1402,29.4858,33.9406,48.6897,0.3034,41.2221,172.5452
76561199030406717,Pencil,10000,18,20,0.9,0.0145,1620,24,73.5653,59.4835,67.851,0.149,0.0052,0.0249,0.0242,35.8262,20.1416,84.5937,32.7805,52.671,2.6168,0.5954,0.3473,7.1565,12.4335,12.535,0.2981,12.0677,623.1033,38.2822,33.9618,38.9303,55.4064,0.3683,46.0877,317.2426
76561197983180512,Arch3r,10000,15,14,1.07,0.0385,1612,20,50.0,59.0954,34.6623,0.1211,0.0063,-0.0155,-0.0128,30.5268,13.9544,73.9033,34.973,43.2253,1.6051,0.3538,0.4363,4.003,2.789,6.3671,0.16,8.2983,641.5795,31.8609,52.8759,54.9321,46.288,0.3316,41.5214,268.6688
76561199575798876,FateMeansHope,10940,21,15,1.4,-0.0008,2018,20,49.2022,56.7495,24.223,0.1885,0.0087,0.0198,0.0125,36.4149,15.5341,63.8372,39.1918,46.9784,1.8119,0.3523,0.5777,3.3785,4.9271,4.6442,1.3083,10.9645,627.2393,37.0677,38.0876,43.1589,52.8268,0.3028,47.6384,90.6609
76561198998314093,JAk3,10192,15,14,1.07,0.0152,1819,19,67.0031,61.0261,62.6717,0.1299,0.0295,-0.0025,0.0093,33.8175,19.5783,76.9302,38.8558,51.5344,2.8457,0.7085,0.2214,4.6115,13.8764,8.3727,0.4888,10.825,593.4469,35.89,47.802,60.2323,52.4669,0.3295,31.8264,228.7385
76561198112368503,Nerdtastic,10000,20,12,1.67,0.0224,1816,19,72.2405,44.0382,38.1166,0.1464,-0.0423,-0.0072,0.0091,35.6226,19.0784,86.9811,28.9626,38.4864,1.4432,0.3341,0.2307,4.9578,2.5175,9.0041,0.0968,9.7364,695.8302,36.2096,28.292,31.7613,50.2074,0.3085,42.8959,199.5286
76561198849606385,G,11852,16,16,1.0,0.0235,1611,22,68.0822,39.7432,26.3415,0.0962,-0.0133,-0.0265,-0.0113,27.8828,27.9645,84.2481,27.6207,33.3415,1.558,0.4258,0.3932,6.7905,2.7987,4.6481,0.6007,9.5087,645.8383,27.1307,29.615,39.078,54.3023,0.2324,40.2455,349.5413
76561198084927622,MouseY,11291,27,17,1.59,0.0864,3096,24,50.7978,58.3166,69.1705,0.1268,0.0246,0.0136,0.0346,31.1194,21.9721,71.5696,50.6331,58.6395,2.5922,0.6449,0.3682,3.0481,19.3689,8.8037,0.3033,9.9583,651.832,28.0529,34.6362,40.6804,48.0139,0.2895,47.2928,143.4804
