steamId,name,target_rating_system,target_rating,premier_rating,faceit_level,faceit_elo,leetify_rank,wingman_rank,renown_rank,match_kills,match_deaths,match_kd_ratio,match_leetify_rating,match_damage,match_rounds_count,aim,positioning,utility,clutch,opening,ct_leetify,t_leetify,accuracy_enemy_spotted,accuracy_head,counter_strafing_good_shots_ratio,ct_opening_aggression_success_rate,ct_opening_duel_success_percentage,flashbang_hit_foe_avg_duration,flashbang_hit_foe_per_flashbang,flashbang_hit_friend_per_flashbang,flashbang_leading_to_kill,flashbang_thrown,he_foes_damage_avg,he_friends_damage_avg,preaim,reaction_time_ms,spray_accuracy,t_opening_aggression_success_rate,t_opening_duel_success_percentage,traded_deaths_success_percentage,trade_kill_opportunities_per_round,trade_kills_success_percentage,utility_on_death_avg
76561198316777124,Thragg,faceit,10,26905.0,10,2105.0,3.32,17.0,,30,22,1.36,0.04,2813,29,89.6165,65.5422,62.7673,0.151,0.0107,0.0333,0.0331,38.4264,20.74,80.1477,50.464,58.8241,2.7961,0.5771,0.4525,6.6639,12.8216,10.7482,0.878,8.2042,524.8354,41.0631,30.3477,34.4254,45.3932,0.3974,56.4292,236.1921
76561198385029669,Arrowhead,faceit,10,27388.0,10,2091.0,0.13,16.0,,31,20,1.55,0.0211,3032,29,74.5373,51.1967,62.4981,0.1317,0.0077,0.001,0.0015,33.8046,23.0155,78.0251,33.9641,52.6069,2.8565,0.5982,0.3264,5.5469,13.9438,6.56,0.6401,9.9225,606.2871,36.903,29.1996,36.3756,52.4633,0.3062,43.1573,282.7629
76561198334193087,Big Gabe,faceit,10,28714.0,10,2463.0,1.26,,,7,15,0.47,-0.077,1076,16,79.3892,56.7495,55.9667,0.1152,-0.0054,0.0335,-0.0061,36.4517,18.2537,76.3718,30.9131,42.0794,2.4553,0.5727,0.3967,5.7378,3.2162,11.9803,0.3776,8.2121,570.1766,38.6226,39.6148,46.9968,54.661,0.3565,41.2621,426.7822
76561198101525509,lorem ipsum,faceit,10,28309.0,10,2421.0,4.07,,,23,25,0.92,-0.0286,2442,29,90.4902,68.0822,74.3313,0.1837,0.0164,0.0497,0.0305,38.9786,24.0863,85.2717,46.1583,59.5056,3.0096,0.7923,0.3605,6.6123,16.9915,7.5166,0.2784,9.0309,577.5407,39.462,35.8756,38.898,52.5732,0.3878,54.9107,170.9254
76561198089288620,gone fishin,faceit,10,22308.0,10,2125.0,-2.48,,,7,14,0.5,-0.0555,768,16,84.6136,51.5953,50.8011,0.1289,-0.0013,-0.0179,-0.0317,36.2692,16.2891,83.321,52.9706,60.4984,2.8104,0.7513,0.3308,3.6802,3.2176,10.4079,0.8997,8.0723,534.352,38.1829,27.741,38.8958,45.8028,0.2887,33.7399,394.144
76561198079816292,drow,faceit,10,28315.0,10,2465.0,1.52,17.0,,16,11,1.45,0.0357,1516,19,78.5236,61.7911,52.4638,0.1227,0.0366,0.0225,0.0075,36.9801,17.7472,81.9336,34.51,45.6759,2.547,0.4745,0.5728,6.8635,9.1954,7.3745,0.7037,10.689,562.4844,38.6528,28.5578,42.7617,57.4456,0.4044,48.6415,324.532
76561198053369437,hopsmoke,faceit,10,28463.0,10,2044.0,0.35000000000000003,18.0,,9,10,0.9,-0.0127,1126,19,72.9069,49.2022,63.6961,0.0729,-0.0189,0.0101,-0.0029,30.4981,24.8966,78.4105,50.8983,55.8044,2.7768,0.5409,0.3866,9.4166,10.5821,6.7369,0.5391,8.5159,612.6352,33.0859,18.6566,21.8077,54.0418,0.3196,36.6715,161.9386
76561197988081196,spOOOks,faceit,10,27648.0,10,,2.5700000000000003,14.0,,22,15,1.47,0.0596,2140,21,85.5428,60.2568,60.8603,0.0883,0.0153,0.0398,0.01,35.997,23.2398,78.0958,55.7441,63.2652,2.6944,0.5544,0.4113,5.4075,8.2799,10.0417,0.4969,9.5925,515.8978,38.5801,27.2064,32.9479,57.2411,0.2824,48.586,277.6509
76561198008678110,Elap1d,faceit,10,26888.0,10,,2.6,16.0,,14,20,0.7,0.0067,1688,21,77.935,62.93,58.6868,0.1742,0.0166,0.0155,0.0364,37.0554,17.545,79.6121,43.9804,50.8483,2.2781,0.5617,0.4217,8.0024,10.5829,10.145,0.1081,10.6047,584.5008,43.0099,52.1414,56.1059,37.6526,0.3127,52.2779,218.062
76561198400576159,cna,faceit,10,29340.0,10,2605.0,4.38,16.0,,16,14,1.14,0.0338,1558,21,89.2512,66.6402,65.5121,0.1248,0.0332,0.0553,0.0316,39.2219,20.1798,86.0863,46.8772,64.5541,2.8218,0.5877,0.4011,7.8732,14.3987,7.228,0.6978,9.407,562.6447,40.9005,39.2284,44.55,57.8562,0.3113,49.4473,197.0498
76561198240554734,kred,faceit,10,25783.0,10,2424.0,-0.41000000000000003,16.0,,11,15,0.73,-0.0743,777,16,86.65,47.2097,71.0962,0.1877,-0.0178,-0.0017,-0.0067,40.5588,15.7262,86.7553,35.0487,48.7951,2.8998,0.8639,0.2519,8.5,10.4367,8.6023,0.2996,9.1837,595.8291,42.2907,23.0593,32.6874,59.4886,0.2546,44.3627,291.5934
76561198412570028,⛧TUCCi♡,faceit,10,21393.0,10,2104.0,-0.06,17.0,,18,17,1.06,0.0026,1891,21,79.103,54.7758,69.6752,0.0891,0.0147,-0.0103,0.0095,35.3985,17.7252,81.2018,33.04,39.7066,2.9228,0.7247,0.4563,7.9955,16.1904,8.358,0.6231,8.4552,571.7792,36.604,39.4376,42.1041,63.4626,0.2878,44.4983,247.7088
76561198381897733,BanFlash,faceit,10,26337.0,10,2006.0,0.3,15.0,,29,13,2.23,0.0853,2692,18,84.3752,48.0061,56.4864,0.1168,-0.0069,0.0118,-0.0062,37.5192,22.2798,82.2917,35.3514,48.0204,2.4287,0.4839,0.4595,7.3907,8.7002,9.6864,0.5144,10.1999,595.9934,41.6974,19.6593,26.0572,50.8909,0.2908,55.8792,287.8896
76561198063912737,Auwstin,faceit,10,24389.0,10,1950.0,1.34,,,23,9,2.56,0.1456,2126,18,81.8589,58.7064,71.8796,0.147,0.0073,0.0259,0.0001,33.9349,20.3475,86.92,38.5272,53.5379,2.8613,0.7321,0.3378,5.7826,10.3248,14.3926,0.1878,8.5364,611.4188,37.3576,33.2006,38.1767,54.1565,0.3147,52.9113,251.965
76561198131231761,Maddogbult,faceit,10,26626.0,10,2081.0,0.79,,,14,7,2.0,0.0514,1315,18,74.8571,50.0,61.9511,0.1402,-0.0094,0.0054,0.0103,32.368,23.5588,77.3658,36.578,47.4087,2.9056,0.6664,0.4048,4.0838,11.6613,7.0067,0.346,9.886,587.0048,37.7694,24.5941,31.5025,46.9692,0.3208,50.7971,234.779
76561198036809010,RedEeyeZ✅,faceit,10,28649.0,10,2680.0,3.53,17.0,,22,9,2.44,0.1696,2163,16,75.1748,70.5402,72.2047,0.1622,0.0083,0.0505,0.0197,37.0018,22.0398,78.765,38.9012,50.431,3.0783,0.6483,0.3656,9.9328,9.496,9.2749,0.405,11.5098,620.1922,39.9268,44.9322,53.333,62.2783,0.3774,49.9533,256.7173
76561198326710555,Vinny,faceit,10,26344.0,10,1876.0,1.5699999999999998,,,26,12,2.17,0.0434,2509,21,85.9929,53.1881,44.9564,0.0925,0.0266,0.0176,0.0141,37.3392,24.6911,83.8131,28.6582,45.219,2.1846,0.4541,0.4715,4.0281,7.408,9.4713,0.0514,10.1781,592.9435,38.8601,40.2433,52.4016,45.9925,0.279,50.0865,297.4153
76561198093001996,Slyckz,faceit,10,28059.0,10,2099.0,0.6799999999999999,12.0,,19,18,1.06,0.0035,2059,21,81.594,62.1719,53.5019,0.134,0.0207,0.0189,-0.0055,39.0879,19.8873,73.5923,43.9717,66.1526,2.2249,0.5708,0.3237,2.7759,4.9984,12.9289,0.3411,11.2267,532.2299,44.6574,30.6193,38.2309,51.7075,0.2997,57.0668,267.326
76561198328878367,Sigmund Freud,faceit,10,25951.0,10,2462.0,1.71,14.0,,18,18,1.0,-0.0319,1736,23,68.0822,65.5422,56.7154,0.1226,0.0228,0.0299,0.004,32.1482,25.4796,68.2561,43.6814,55.115,2.6232,0.5726,0.5924,6.0933,11.3878,10.1544,0.0682,9.229,580.9922,33.6843,41.9306,48.6054,57.7356,0.3217,48.2168,210.5667
76561198107795303,shoosT,faceit,10,29167.0,10,2874.0,4.6,16.0,,22,17,1.29,0.0609,2237,23,86.4334,70.1944,65.744,0.1246,0.0192,0.0471,0.0449,36.0153,25.1706,81.6268,44.5756,53.7523,2.9274,0.5932,0.4924,7.3638,13.6744,8.3091,0.9094,10.5687,513.3986,36.1195,50.0122,58.0744,59.7614,0.3029,51.7969,208.3363
76561198035809904,Taehaechi,faceit,10,26354.0,10,2520.0,5.36,17.0,,17,10,1.7,0.0144,1633,18,82.3814,67.7242,51.8561,0.1562,0.053,0.0598,0.0478,37.0158,20.9741,79.5239,51.653,63.0135,2.848,0.4724,0.5525,11.1147,8.6634,6.2353,0.7731,9.3629,603.9171,42.4995,45.8819,52.6137,45.6752,0.3485,44.6126,443.5154
76561199242711833,Wdich,faceit,10,30109.0,10,2116.0,4.2700000000000005,17.0,,13,10,1.3,0.0444,1451,20,93.4478,65.9097,56.8621,0.1546,0.0516,0.0532,0.0309,39.2009,23.9749,84.8091,49.8307,62.2301,2.4556,0.4917,0.3062,5.8293,8.7874,9.3446,0.6947,8.0689,564.4767,43.7862,36.4894,40.6226,49.6374,0.3674,48.0438,223.6538
76561198007906390,Frost,faceit,10,26664.0,10,2572.0,2.35,16.0,,17,14,1.21,-0.0005,1786,20,87.8999,55.567,61.7874,0.1816,-0.0078,0.0366,0.0096,41.55,18.8603,86.5418,37.6381,49.7537,3.0084,0.7033,0.4823,14.9962,8.683,9.8183,0.3434,8.6514,612.5089,37.9386,35.8095,42.9354,44.4846,0.2506,63.9464,396.9241
76561198348757778,fatchud,faceit,10,27532.0,10,2359.0,-1.15,13.0,,16,11,1.45,0.0438,1687,20,76.1148,51.9939,62.0169,0.0742,-0.0026,-0.006,-0.0166,36.6561,17.6224,81.5272,37.818,56.1563,2.9251,0.6052,0.2606,9.2779,9.47,6.6302,0.5008,9.8005,607.7273,38.1582,27.7471,38.357,51.3328,0.2547,51.3033,248.9399
76561197971588022,-ZV-,faceit,10,22795.0,10,2104.0,1.9800000000000002,,,13,16,0.81,-0.0191,1419,20,89.2512,70.5402,72.2565,0.1143,0.0282,0.0295,0.0099,36.1917,24.1124,83.0849,57.9149,62.164,3.357,0.6731,0.3101,7.2796,17.2415,9.7279,0.8697,7.7087,517.137,32.4076,50.0003,50.7772,50.5161,0.365,39.4534,161.2952
76561198092556093,happy gamer,faceit,10,22574.0,10,2284.0,1.44,16.0,,17,21,0.81,0.0149,2143,24,78.5236,68.0822,62.0642,0.1204,0.0324,0.0213,0.007,34.2678,18.8367,87.0471,48.7153,61.3749,3.1737,0.6739,0.3652,7.1784,11.1946,8.9564,1.358,10.0144,609.5793,38.7663,35.8781,44.7857,50.0226,0.3837,50.5914,337.524
76561198285844321,renim,faceit,10,28558.0,10,2504.0,3.01,16.0,,25,15,1.67,0.0156,2461,22,88.493,63.3072,66.0587,0.1094,0.019,0.0196,0.0402,37.0541,23.1458,89.0948,22.4096,40.7642,2.9225,0.5394,0.4627,15.6631,11.6741,9.6121,0.093,9.9321,586.0655,39.4859,44.8079,51.7568,67.987,0.3449,48.7655,397.1262
76561198799387462,ryan,faceit,10,27002.0,10,2412.0,0.98,,,17,10,1.7,0.0062,1612,17,86.65,59.4835,58.7878,0.1199,0.0051,0.0195,-0.0004,38.923,20.5573,88.3813,41.6532,57.8134,2.7616,0.6189,0.4367,8.1674,8.2693,7.3889,0.5378,10.8202,619.555,43.9758,23.7276,29.6934,53.5447,0.4032,45.6108,259.1199
76561199128828681,ALLSEEINGWATERWALKINGMOGLADON111,faceit,10,22219.0,10,2230.0,2.12,11.0,,17,11,1.55,0.0831,1444,17,94.4083,70.884,12.2694,0.1144,0.0287,0.0265,0.0157,38.2814,30.859,88.752,55.9122,64.3161,0.3918,0.1862,0.2394,0.8868,0.8226,2.19,0.0203,7.3414,668.8361,42.7047,44.1723,47.5507,50.9868,0.3528,48.4046,354.8446
76561197961716513,pappaslop,faceit,10,30715.0,10,2177.0,4.34,,,20,6,3.33,0.1054,2156,18,92.9219,74.5373,71.621,0.1296,0.0436,0.0501,0.0358,36.5024,27.0689,87.2443,49.0367,64.407,2.9267,0.6758,0.3532,9.7271,12.6888,8.7998,0.2719,8.3907,586.1695,43.0457,46.1479,47.9199,53.9226,0.3683,57.8444,255.1957
76561197960874710,donkbutbad,faceit,10,17980.0,10,,0.4,,,6,17,0.35,-0.071,1011,18,89.9727,55.1717,46.0108,0.0973,0.0073,0.0179,-0.0083,38.1783,21.4906,86.2116,32.4544,42.4026,2.3713,0.5379,0.5752,3.789,4.9378,7.6863,0.3486,7.8036,575.4193,38.2556,25.2838,30.1725,45.5215,0.4515,47.6431,219.6385
76561198065601175,shiftyx,faceit,10,,10,2520.0,1.03,,,15,11,1.36,-0.0015,1572,18,90.3199,48.8033,54.75,0.0854,0.0126,0.0159,0.0051,36.2265,25.726,85.272,30.3735,42.9494,2.8865,0.6909,0.45,7.2606,6.2241,6.9214,0.54,8.3701,560.9901,37.292,25.343,33.5255,58.0915,0.2985,46.6625,384.0675
76561198158548917,Nioux,faceit,10,,10,2197.0,0.86,18.0,,20,24,0.83,-0.0169,2409,30,82.8944,65.5422,54.8173,0.0893,-0.0119,0.0158,0.0012,36.022,18.9888,79.0156,41.6035,54.4741,2.8199,0.531,0.4389,4.9861,5.702,8.8163,0.2981,9.661,550.2863,43.9522,39.9508,40.8231,55.4471,0.3821,48.0822,386.7253
76561198838915261,olav-,faceit,10,24124.0,10,2148.0,-0.5,13.0,,20,21,0.95,-0.0451,2196,30,82.6391,53.1881,62.096,0.1106,-0.001,-0.0053,-0.0046,36.9552,20.5394,87.9098,36.8187,42.8697,2.8627,0.7293,0.4457,6.9342,11.6909,9.5602,0.6673,9.9318,628.1437,38.5696,29.8917,39.9249,53.8309,0.3107,47.6591,124.3679
76561198286344889,Shaye,faceit,10,22662.0,10,2063.0,1.5,18.0,,23,16,1.44,0.03,2765,23,82.8944,70.1944,73.2359,0.143,0.0229,0.0153,0.0148,34.0615,23.266,77.5963,47.0912,60.9806,3.2333,0.7649,0.2506,4.6298,8.2324,9.0222,0.2117,9.2479,510.242,36.1546,47.8578,50.4485,48.8358,0.3684,49.431,313.5449
76561198093152717,Chick3n,faceit,10,25785.0,10,1996.0,1.08,16.0,,16,13,1.23,0.0278,1893,24,74.5373,58.3166,70.9349,0.1334,-0.0181,0.0134,0.0082,35.5375,16.7717,80.5641,32.0384,44.4131,2.788,0.7038,0.3683,14.1906,9.1334,13.7295,0.4474,9.8336,578.9871,37.4049,35.306,37.8644,56.4394,0.3718,47.3809,321.472
76561199116671006,foe,faceit,10,20357.0,10,2234.0,-0.66,,,13,13,1.0,-0.0036,1406,20,69.1462,43.2505,62.5097,0.1037,-0.0031,0.001,-0.0146,35.5417,23.7734,80.4842,34.087,44.9003,2.7006,0.6284,0.4818,12.1385,5.8093,8.7548,0.2192,11.2863,668.0539,34.7131,29.3863,39.7938,50.8238,0.2497,37.2328,321.064
76561198098993203,Apache_8,faceit,10,22419.0,10,1892.0,0.5,17.0,,14,11,1.27,0.0165,1583,20,71.9043,55.9618,70.9412,0.1178,0.0089,0.0139,-0.0022,35.9153,19.1573,85.9365,38.7864,47.6549,3.0294,0.5926,0.5151,12.6983,19.0476,8.5064,0.4465,11.354,674.0876,39.4747,31.1571,34.639,46.2261,0.3853,46.156,355.2304
76561199015028111,Photos,faceit,10,26094.0,10,1637.0,2.17,,,17,13,1.31,0.0103,1484,20,64.4309,60.642,59.8791,0.1125,0.0213,0.0328,0.0103,36.8966,17.1736,67.5951,30.577,41.2637,2.7839,0.5472,0.4053,6.2307,10.5257,8.7913,0.8324,9.9345,588.4087,38.468,43.3258,57.0021,59.9399,0.3071,47.8873,341.9204
76561198290344302,Gulf,faceit,10,,10,2183.0,0.16999999999999998,13.0,,14,17,0.82,-0.0533,1536,19,82.8944,50.0,68.2838,0.1021,0.0098,-0.0019,0.0054,38.0625,18.2369,80.9347,28.3181,41.8658,2.7498,0.6497,0.4598,7.8389,18.4419,10.3909,0.0732,9.7109,598.7156,45.0126,27.5868,36.1495,45.2425,0.3653,48.9051,257.3073
76561199708683890,b4wse,faceit,10,18529.0,10,1786.0,-0.29,,,18,12,1.5,0.0619,2006,19,83.1472,48.8033,78.1568,0.0862,-0.0074,-0.0088,0.0029,37.0976,15.2202,84.8776,33.293,45.8137,3.1278,0.6952,0.3406,10.5478,11.4695,11.5387,0.1315,9.1874,565.5991,41.4895,26.1688,34.5911,49.6545,0.3342,42.9061,257.3277
76561199146090149,1larrr,faceit,10,23297.0,10,2053.0,0.44999999999999996,17.0,,14,15,0.93,-0.0265,1930,19,88.493,54.3795,29.7286,0.1058,0.0029,0.0074,0.0014,36.075,19.7471,84.4898,39.618,48.1232,1.1514,0.3166,0.3067,5.9242,1.6224,6.3631,0.5798,7.991,557.9716,42.1455,39.8613,51.9872,45.8442,0.2668,46.026,415.2133
76561198038475751,Char,faceit,10,23735.0,10,2504.0,-0.08,,,12,17,0.71,-0.0139,1588,19,74.5373,60.642,73.1829,0.1107,0.011,-0.0006,-0.001,32.9404,18.2072,78.9121,34.8656,47.0051,3.0499,0.7114,0.4281,10.5608,13.5075,7.8392,0.2637,8.667,590.1254,39.4439,40.7117,44.7415,54.0052,0.3622,46.1601,221.5015
76561198872470609,bmw,faceit,10,,10,2722.0,0.95,13.0,,12,18,0.67,0.0019,1493,19,79.3892,65.9097,60.4681,0.0811,0.0231,0.0178,0.0016,39.6898,17.3733,77.8315,40.8228,57.9904,2.7588,0.7077,0.6524,12.404,11.3038,9.8469,1.2556,10.2842,570.5759,39.7281,37.4445,43.2198,59.1739,0.3426,51.4888,345.4731
76561197993618673,JSN_7,faceit,10,20985.0,10,1949.0,2.5700000000000003,,,9,12,0.75,-0.0308,1086,19,90.6582,61.4092,48.6797,0.092,0.0295,0.0232,0.0283,42.6047,18.973,85.2772,41.1055,58.7388,2.194,0.5123,0.7241,13.4913,7.0984,8.8581,1.1668,9.1405,580.4063,42.2153,29.8461,40.5439,52.1018,0.3124,57.8606,375.1094
76561198041794393,Shadowfy,faceit,10,20519.0,10,1668.0,2.68,12.0,,14,11,1.27,0.0382,1617,21,91.7736,52.3922,61.7149,0.1594,0.0043,0.0203,0.0332,42.9249,20.081,86.4687,27.1332,34.9673,2.7849,0.4681,0.49,8.9588,9.3114,10.6785,0.3246,8.6511,628.6512,45.4668,43.7,51.4103,50.375,0.3005,46.3783,287.7066
76561198206230732,_Clique_,faceit,10,27536.0,10,2622.0,3.7199999999999998,16.0,,15,14,1.07,-0.0292,1872,17,90.6582,72.5747,56.3894,0.1299,0.0407,0.0291,0.0457,37.9977,19.347,78.017,45.445,57.1823,2.756,0.7898,0.4474,11.3366,5.3125,9.8668,0.3307,8.1613,493.1006,45.44,48.3992,55.7439,59.0925,0.3956,41.8168,385.6052
76561198392526563,haltz,faceit,10,25308.0,10,2456.0,0.66,16.0,,4,15,0.27,-0.1067,533,17,86.4334,60.642,51.9033,0.1194,0.0123,-0.0042,0.018,38.1354,23.8406,78.2467,46.9955,56.8438,2.6134,0.5889,0.449,10.7382,5.3333,9.9358,0.2428,8.5378,553.3709,35.6788,40.9026,44.9791,48.1135,0.2985,47.7261,412.3725
76561198877709666,Dagger,faceit,10,25531.0,10,2347.0,1.6199999999999999,15.0,,21,16,1.31,0.002,2460,21,83.6457,59.0954,71.5328,0.1128,0.0032,0.0181,0.014,33.3075,24.8183,85.5606,36.0578,50.7714,2.9887,0.5901,0.4304,6.9898,14.5616,7.8258,0.4554,10.7199,560.6514,37.6701,36.9858,41.7042,61.4545,0.2978,48.559,168.624
76561198120754567,-Bones_-,faceit,10,26309.0,10,2295.0,0.76,15.0,,15,15,1.0,0.0051,1590,21,86.2143,48.0061,61.7773,0.1024,-0.0095,0.0195,-0.0036,33.989,26.514,83.7496,25.3931,48.0258,2.6457,0.522,0.3061,7.8348,12.3034,7.9883,0.2123,8.0589,585.3981,34.2033,25.1926,33.8122,60.365,0.2673,49.3504,341.1766
76561198152527243,1imgay 😩,faceit,10,30845.0,10,2575.0,2.68,,,21,26,0.81,-0.0553,2625,30,88.2977,66.2757,66.3353,0.1308,0.0271,0.0367,0.0154,35.894,20.1555,83.9888,55.7672,67.1711,2.7567,0.6682,0.2708,11.7765,3.2566,12.4452,0.343,7.5058,540.5724,38.1926,40.9203,44.2098,47.4986,0.2997,51.9,328.4753
76561197989973471,zooMbasta,faceit,10,,10,1935.0,1.73,,,21,22,0.95,0.0113,2464,29,80.785,67.3645,64.2621,0.135,0.019,0.02,0.0143,36.6694,25.1677,79.2223,45.0493,61.0096,2.5903,0.4945,0.4985,11.8218,14.4696,6.7586,0.2782,11.12,597.9605,39.5141,38.8979,45.7748,60.753,0.3022,53.6903,281.1809
76561198132276894,melo,faceit,10,28769.0,10,2607.0,4.9799999999999995,,,29,22,1.32,0.0624,2553,30,86.65,75.4903,55.0144,0.1797,0.0392,0.0498,0.0499,38.6788,20.1333,76.0657,48.5079,57.0055,2.4763,0.4991,0.3638,16.2248,3.3667,9.6696,0.1053,8.2289,523.0097,39.6005,52.7253,54.3811,57.5668,0.3698,53.6514,446.063
76561198075997073,fury,faceit,10,28937.0,10,2873.0,2.36,14.0,,18,22,0.82,-0.0262,2084,30,77.3373,64.8027,77.4919,0.1189,0.0338,0.0231,0.024,37.2456,22.3517,78.987,40.8834,50.2571,2.9975,0.6352,0.4324,10.1716,18.6579,11.3749,0.6088,12.0848,579.1864,39.1492,32.9351,38.8035,54.6508,0.4126,50.2314,170.4931
76561198285605662,celery,faceit,10,29670.0,10,3190.0,5.07,17.0,,36,20,1.8,0.0671,3930,30,93.3193,70.1944,63.4329,0.1738,0.0378,0.0542,0.0472,38.4589,25.9025,82.3771,47.8891,64.6151,2.8235,0.6121,0.2986,12.4302,7.6504,7.6893,0.6803,9.033,515.0911,42.056,43.9263,48.3165,55.24,0.347,48.7533,324.1772
76561198307666271,s1Ience,faceit,10,,10,2688.0,2.15,16.0,,28,21,1.33,0.0456,2838,29,92.5066,67.0031,46.7262,0.102,0.0136,0.0046,0.0387,38.8004,23.0687,81.7294,54.1338,63.1981,2.6159,0.6062,0.6725,4.2393,7.8799,7.6941,0.3146,7.5871,535.1899,41.51,34.1015,38.6739,53.0149,0.3693,46.6984,271.3247
76561198873669215,Century_,faceit,10,,10,2439.0,1.16,13.0,,21,20,1.05,0.0059,2563,29,83.1472,60.2568,47.0984,0.0765,-0.0085,0.01,0.0131,37.0985,24.5602,80.7896,43.6578,51.4454,2.3542,0.4693,0.5954,10.0053,5.274,7.7046,1.0363,9.8525,624.7433,40.4049,35.3918,43.8542,54.3186,0.2909,53.1027,372.9953
76561198353432315,1boink,faceit,10,23143.0,10,2094.0,0.22999999999999998,16.0,,22,21,1.05,-0.0077,2710,29,94.9497,62.5516,67.6975,0.0885,-0.0034,0.0056,-0.0013,43.5438,22.902,94.722,42.2517,63.3578,2.9946,0.695,0.4811,6.9657,13.9075,9.4528,0.188,10.2546,606.7959,44.1799,35.4307,43.4486,54.5822,0.2729,56.4294,193.3495
76561198239362852,ttvPL_Epic,faceit,10,25581.0,10,2195.0,0.77,16.0,,18,20,0.9,-0.0355,2046,29,89.9727,59.0954,59.7952,0.1426,0.0002,0.004,0.0114,39.8009,19.9184,86.0127,24.1936,40.7108,2.5144,0.6898,0.3822,9.7799,6.0588,9.6918,0.364,9.8788,586.1809,46.9184,41.5564,49.7918,53.2564,0.3512,52.8712,340.5353
76561198380774774,jarren,faceit,10,,10,2370.0,1.9300000000000002,,,16,18,0.89,-0.0318,1396,23,92.2196,60.642,55.6865,0.119,0.0166,0.0084,0.0289,39.776,23.0906,87.2116,35.968,48.9743,2.3296,0.4943,0.4332,7.099,5.7061,8.393,0.519,9.93,563.0591,43.8042,34.0558,43.8838,53.915,0.3274,55.9472,280.65
76561198137224014,CykaHotFire_,faceit,10,24889.0,10,2012.0,1.0,17.0,,22,17,1.29,0.0494,2435,23,79.6731,59.8706,73.1638,0.0951,0.0092,0.0046,0.0147,31.5966,23.158,85.6456,49.2465,52.116,3.0908,0.8066,0.3935,14.3294,13.4336,9.4356,0.9352,9.1058,576.1475,33.0315,36.7695,38.6625,46.9537,0.372,41.078,197.7552
76561199523981774,Rynex,faceit,10,,10,2633.0,0.66,16.0,,17,19,0.89,0.0306,2260,23,78.8145,63.6831,52.0371,0.08,0.0111,0.0153,-0.0021,34.6314,24.9595,71.0905,47.6889,63.2854,2.2841,0.575,0.3966,9.7434,8.6043,7.7859,0.8568,8.6453,546.6243,35.0973,37.1569,49.5308,54.9245,0.283,47.0979,327.1486
76561198092227659,-bazix,faceit,10,30399.0,10,2102.0,3.0300000000000002,,,21,19,1.11,-0.0027,2108,23,93.5744,67.3645,61.7743,0.1308,0.0111,0.0222,0.0387,36.7093,28.1517,80.7578,53.4541,59.5841,2.9831,0.6566,0.2367,5.6037,12.2939,5.6095,0.4651,8.479,511.7225,42.269,41.1057,45.6871,55.2099,0.3351,45.3391,307.4581
76561199447231093,sMeerp,faceit,10,24678.0,10,1826.0,1.4000000000000001,16.0,,15,16,0.94,0.0068,1653,24,77.935,70.1944,52.2171,0.1095,0.0429,0.0148,0.0132,32.9397,25.4283,75.4854,47.7643,59.3977,2.9486,0.4116,0.533,9.6128,7.8347,9.5764,0.437,9.2363,585.7405,38.1328,47.1675,52.6357,50.6552,0.3867,43.4947,406.6264
76561199441593827,Hymix,faceit,10,,10,2145.0,1.38,10.0,,17,20,0.85,-0.0239,1695,24,71.226,65.5422,52.5176,0.1309,0.0014,0.0135,0.0141,31.9422,21.5526,84.2532,33.643,48.5628,2.2967,0.5921,0.2975,7.269,4.3884,10.3449,1.1103,9.9343,647.2133,35.7252,43.8962,50.8054,52.9295,0.3877,48.7522,382.5141
76561199437807822,leansipprb0y,faceit,10,21619.0,10,2093.0,0.21,,,16,18,0.89,-0.0338,1553,24,83.1472,63.3072,50.4953,0.1117,0.0047,0.0054,-0.0014,33.8731,27.1688,86.1536,45.6948,52.5725,2.5779,0.5417,0.5056,6.2282,9.8599,7.2195,0.6706,9.2427,636.4277,34.7125,33.2679,35.6903,57.3453,0.3933,43.1797,316.4051
76561198171119783,AuroraVeee,faceit,10,23001.0,10,2208.0,0.5,16.0,,14,13,1.08,0.0319,1682,18,72.5747,55.9618,54.4429,0.1089,0.0016,0.0135,-0.0026,38.558,20.6699,81.0755,41.6527,59.5336,2.6098,0.5371,0.3957,5.357,8.8727,10.5435,0.556,12.1145,668.5109,40.9793,21.2031,28.4893,60.7423,0.3441,41.831,342.9698
76561198071826882,Popsicle,faceit,10,23030.0,10,2167.0,5.25,,,10,14,0.71,-0.0405,911,18,86.2143,67.0031,69.5679,0.1487,0.0363,0.0484,0.057,41.0767,20.4908,75.265,44.4929,62.0452,2.7736,0.5873,0.4295,9.402,10.9163,11.1929,0.5105,9.9012,535.1014,42.0165,23.3759,43.8267,54.5048,0.3574,60.6968,226.9372
76561198979761911,nDrw,faceit,10,25710.0,10,2317.0,-0.3,15.0,,12,14,0.86,-0.061,1351,18,91.7736,52.7903,68.1287,0.1325,0.0078,0.0023,-0.0088,41.5524,20.6352,86.1429,36.6435,54.7404,3.0404,0.7083,0.4247,5.5944,11.1477,8.2064,0.2978,9.2561,593.6581,45.7142,23.649,37.667,53.551,0.2907,49.5105,249.0177
